ytid,start_s,end_s,filename,status,error
AqSV_WKZxEc,30,40,[AqSV_WKZxEc]-[30-40].wav,failed,ERROR: [youtube] AqSV_WKZxEc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AtJ2RXQ98kY,30,40,[AtJ2RXQ98kY]-[30-40].wav,failed,ERROR: [youtube] AtJ2RXQ98kY: This video is unavailable
Arqvnp6yUCg,30,40,[Arqvnp6yUCg]-[30-40].wav,failed,ERROR: [youtube] Arqvnp6yUCg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Aro-HcWNsHI,30,40,[Aro-HcWNsHI]-[30-40].wav,failed,ERROR: [youtube] Aro-HcWNsHI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AsR5us-IS00,30,40,[AsR5us-IS00]-[30-40].wav,failed,ERROR: [youtube] AsR5us-IS00: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
At5v5ZZQHmw,30,40,[At5v5ZZQHmw]-[30-40].wav,failed,ERROR: [youtube] At5v5ZZQHmw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AuG9i5cwGW0,230,240,[AuG9i5cwGW0]-[230-240].wav,failed,ERROR: [youtube] AuG9i5cwGW0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AtWf5OAE8aM,30,40,[AtWf5OAE8aM]-[30-40].wav,failed,ERROR: [youtube] AtWf5OAE8aM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AuvFmMpgj70,30,40,[AuvFmMpgj70]-[30-40].wav,failed,ERROR: [youtube] AuvFmMpgj70: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AobHGHJSd-s,190,200,[AobHGHJSd-s]-[190-200].wav,ok,
Aw2ctwyhe28,120,130,[Aw2ctwyhe28]-[120-130].wav,failed,ERROR: [youtube] Aw2ctwyhe28: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AuwwPMrH5sE,170,180,[AuwwPMrH5sE]-[170-180].wav,failed,ERROR: [youtube] AuwwPMrH5sE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AzWIKyRnhG8,30,40,[AzWIKyRnhG8]-[30-40].wav,failed,ERROR: [youtube] AzWIKyRnhG8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AwcuLXAPFDs,30,40,[AwcuLXAPFDs]-[30-40].wav,failed,ERROR: [youtube] AwcuLXAPFDs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AzsBSUmhl1M,30,40,[AzsBSUmhl1M]-[30-40].wav,failed,ERROR: [youtube] AzsBSUmhl1M: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AzhfZ8rNhRk,30,40,[AzhfZ8rNhRk]-[30-40].wav,failed,ERROR: [youtube] AzhfZ8rNhRk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AuZNuyR2OJs,30,40,[AuZNuyR2OJs]-[30-40].wav,ok,
B1beLwV4yzw,30,40,[B1beLwV4yzw]-[30-40].wav,failed,ERROR: [youtube] B1beLwV4yzw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B00nfVc4FPI,30,40,[B00nfVc4FPI]-[30-40].wav,failed,ERROR: [youtube] B00nfVc4FPI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B1ixRtiUJ-U,30,40,[B1ixRtiUJ-U]-[30-40].wav,failed,ERROR: [youtube] B1ixRtiUJ-U: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B1va1NqaA4o,30,40,[B1va1NqaA4o]-[30-40].wav,failed,ERROR: [youtube] B1va1NqaA4o: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B1vY7kxQ9Xg,0,10,[B1vY7kxQ9Xg]-[0-10].wav,failed,ERROR: [youtube] B1vY7kxQ9Xg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AzGtPHlrlzU,70,80,[AzGtPHlrlzU]-[70-80].wav,ok,
B3WaJ_3M0vw,30,40,[B3WaJ_3M0vw]-[30-40].wav,failed,ERROR: [youtube] B3WaJ_3M0vw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B2yLFcmZ51I,100,110,[B2yLFcmZ51I]-[100-110].wav,failed,ERROR: [youtube] B2yLFcmZ51I: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B32m9Jqqrpo,30,40,[B32m9Jqqrpo]-[30-40].wav,failed,ERROR: [youtube] B32m9Jqqrpo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B-1QW7g81gA,30,40,[B-1QW7g81gA]-[30-40].wav,ok,
B3q2wHpzhoM,110,120,[B3q2wHpzhoM]-[110-120].wav,failed,ERROR: [youtube] B3q2wHpzhoM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B3lq6U4PDZo,30,40,[B3lq6U4PDZo]-[30-40].wav,failed,ERROR: [youtube] B3lq6U4PDZo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B41tuPoJ61c,30,40,[B41tuPoJ61c]-[30-40].wav,failed,ERROR: [youtube] B41tuPoJ61c: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B7iRvj8y9aU,30,40,[B7iRvj8y9aU]-[30-40].wav,failed,ERROR: [youtube] B7iRvj8y9aU: This video is no longer available because the YouTube account associated with this video has been terminated.
B496Qv0CuOQ,30,40,[B496Qv0CuOQ]-[30-40].wav,failed,ERROR: [youtube] B496Qv0CuOQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B4KIQtk7fT4,230,240,[B4KIQtk7fT4]-[230-240].wav,failed,ERROR: [youtube] B4KIQtk7fT4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B5XTBvnpwqU,20,30,[B5XTBvnpwqU]-[20-30].wav,failed,ERROR: [youtube] B5XTBvnpwqU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B4lGhVjoMTk,210,220,[B4lGhVjoMTk]-[210-220].wav,failed,ERROR: [youtube] B4lGhVjoMTk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B7V_grbxflg,30,40,[B7V_grbxflg]-[30-40].wav,failed,ERROR: [youtube] B7V_grbxflg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B9K58KYq-Cs,320,330,[B9K58KYq-Cs]-[320-330].wav,failed,ERROR: [youtube] B9K58KYq-Cs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B9IAl-ygE2k,10,20,[B9IAl-ygE2k]-[10-20].wav,failed,ERROR: [youtube] B9IAl-ygE2k: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B8pesuUc8Ek,30,40,[B8pesuUc8Ek]-[30-40].wav,failed,ERROR: [youtube] B8pesuUc8Ek: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BAUQY0e25DM,30,40,[BAUQY0e25DM]-[30-40].wav,failed,ERROR: [youtube] BAUQY0e25DM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BBSApRvkaqY,210,220,[BBSApRvkaqY]-[210-220].wav,failed,ERROR: [youtube] BBSApRvkaqY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BBmXMoI9Qus,30,40,[BBmXMoI9Qus]-[30-40].wav,failed,ERROR: [youtube] BBmXMoI9Qus: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BC7dI3lQ2Cg,30,40,[BC7dI3lQ2Cg]-[30-40].wav,failed,ERROR: [youtube] BC7dI3lQ2Cg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BEZdszHKGTQ,20,30,[BEZdszHKGTQ]-[20-30].wav,failed,ERROR: [youtube] BEZdszHKGTQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BDH7Fx1APR8,40,50,[BDH7Fx1APR8]-[40-50].wav,failed,ERROR: [youtube] BDH7Fx1APR8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BEEknOFrVdU,30,40,[BEEknOFrVdU]-[30-40].wav,failed,ERROR: [youtube] BEEknOFrVdU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BGD7J6MP2C8,30,40,[BGD7J6MP2C8]-[30-40].wav,failed,ERROR: [youtube] BGD7J6MP2C8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BEhIGoq9tow,160,170,[BEhIGoq9tow]-[160-170].wav,failed,ERROR: [youtube] BEhIGoq9tow: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BEwNrjvNiYs,30,40,[BEwNrjvNiYs]-[30-40].wav,failed,ERROR: [youtube] BEwNrjvNiYs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
B9ME0Vcm_xA,190,200,[B9ME0Vcm_xA]-[190-200].wav,ok,
BI8YQ3ueD24,30,40,[BI8YQ3ueD24]-[30-40].wav,failed,ERROR: [youtube] BI8YQ3ueD24: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BHu95Y_kVQA,30,40,[BHu95Y_kVQA]-[30-40].wav,failed,ERROR: [youtube] BHu95Y_kVQA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BKQYrrJVg6g,370,380,[BKQYrrJVg6g]-[370-380].wav,failed,ERROR: [youtube] BKQYrrJVg6g: This video is unavailable
BK2laUCyaH0,30,40,[BK2laUCyaH0]-[30-40].wav,failed,ERROR: [youtube] BK2laUCyaH0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BMPmavj4keA,190,200,[BMPmavj4keA]-[190-200].wav,failed,ERROR: [youtube] BMPmavj4keA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BM9XDXA-CUE,210,220,[BM9XDXA-CUE]-[210-220].wav,failed,ERROR: [youtube] BM9XDXA-CUE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BMgYWTTJv3s,240,250,[BMgYWTTJv3s]-[240-250].wav,failed,ERROR: [youtube] BMgYWTTJv3s: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BL181hSAG60,30,40,[BL181hSAG60]-[30-40].wav,failed,ERROR: [youtube] BL181hSAG60: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BMxgDBoPv_0,0,10,[BMxgDBoPv_0]-[0-10].wav,failed,ERROR: [youtube] BMxgDBoPv_0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BN63M3_lPCQ,170,180,[BN63M3_lPCQ]-[170-180].wav,failed,ERROR: [youtube] BN63M3_lPCQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BN6W6OQnVoE,30,40,[BN6W6OQnVoE]-[30-40].wav,failed,ERROR: [youtube] BN6W6OQnVoE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BRTHyoVgZT0,30,40,[BRTHyoVgZT0]-[30-40].wav,failed,ERROR: [youtube] BRTHyoVgZT0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
BR5MDhvcGM8,60,70,[BR5MDhvcGM8]-[60-70].wav,failed,ERROR: [youtube] BR5MDhvcGM8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
